code,product_name,categories,packaging,ingredients_analysis_tags,ecoscore_score,ecoscore_grade,food_type,is_biodegradable,final_ecoscore,biodegradability_score,biodegradability_label,clean_category,product_name_lower,clean_category_fixed
8904063209702.0,Dal Palak,,,"['en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,grain,dal palak,grain
8997033001505.0,YAVA CACAO,,,,,,other,no,,30.0,Non Biodegradable,confectionery,yava cacao,confectionery
8904004401219.0,Dal Biji,,,"['en:palm-oil', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,grain,dal biji,grain
8992775002018.0,,,,,,,other,no,,30.0,Non Biodegradable,non_food,,non_food
8935005305763.0,Crackers Beurre 250G,,,,,,other,no,,30.0,Non Biodegradable,snack,crackers beurre 250g,snack
8993297832756.0,Sardines à l'huile 125g Maroc Koira sarl,,,,,,other,no,,30.0,Non Biodegradable,non_food,sardines à l'huile 125g maroc koira sarl,non_food
8901058869873.0,BARONE,,,,,,other,no,,30.0,Non Biodegradable,confectionery,barone,confectionery
8904063240033.0,Haldiram's khatt meetha,,,,,,other,no,,30.0,Non Biodegradable,non_food,haldiram's khatt meetha,non_food
8935000901342.0,Assortissement confiseries,,,,,,other,no,,30.0,Non Biodegradable,non_food,assortissement confiseries,non_food
8901491100533.0,Chilli Chatka 20rs,,,"['en:palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,chilli chatka 20rs,non_food
8997032222123.0,Coco Aminos Würzsauce,,,"['en:palm-oil-content-unknown', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,condiment,coco aminos würzsauce,sauce_condiment
8935000901410.0,Gâteau de riz au banane congelé,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,gâteau de riz au banane congelé,beverage
8936079561017.0,Lait de coco,,Brique,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,50.0,Moderately Biodegradable,non_food,lait de coco,non_food
8964000122105.0,RoohAfza,,,,,,other,no,,30.0,Non Biodegradable,non_food,roohafza,beverage_syrup
8908013398010.0,VegPro Soya Chunks,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,non_food,vegpro soya chunks,grain
8906006172340.0,Vikas Saxena,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,vikas saxena,non_food
8997005470018.0,PalmSugar,,,,,,other,no,,30.0,Non Biodegradable,non_food,palmsugar,non_food
8934684029601.0,Mi chay,,,,,,other,no,,30.0,Non Biodegradable,non_food,mi chay,non_food
8901233031712.0,fuse,,,,,,other,no,,30.0,Non Biodegradable,non_food,fuse,non_food
8906028799198.0,Krazy snacks sauce,,,,,,snack,no,,30.0,Non Biodegradable,snack,krazy snacks sauce,snack
8901483002395.0,Jalapeno Slices,,Glass Jar,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,60.0,Moderately Biodegradable,non_food,jalapeno slices,non_food
8901777441640.0,Rumali Roti,,,,,,other,no,,30.0,Non Biodegradable,non_food,rumali roti,non_food
8901725100025.0,B Natural Mixed fruit 1ltr tpk,,,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,b natural mixed fruit 1ltr tpk,non_food
8934684027119.0,Fried noodles pork flavor,,,,,,other,no,,30.0,Non Biodegradable,non_food,fried noodles pork flavor,non_food
8902167000300.0,Amchur powder,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,spices,amchur powder,other
8904063200648.0,Haldiram's Cocktail,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,haldiram's cocktail,non_food
8904063200730.0,Chilli Chatak Lachha,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,chilli chatak lachha,non_food
8908005144366.0,Breakfast Protein Bar Apricot Fig,,Plastic,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,confectionery,breakfast protein bar apricot fig,confectionery
8902167000102.0,MDH Kitchen King Blend of Spices,,Paper,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,yes,,100.0,Highly Biodegradable,spices,mdh kitchen king blend of spices,spices
8936037799308.0,gg,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,gg,non_food
8906034900168.0,CRUST & CRUMB WHIPPING CREAM POWDER,,,,,,cosmetic,no,,30.0,Non Biodegradable,spices,crust & crumb whipping cream powder,non_food
8935270808648.0,Basil seed,,,,,,other,no,,30.0,Non Biodegradable,non_food,basil seed,non_food
89949948.0,Bonbon donuts,,,,,,other,no,,30.0,Non Biodegradable,non_food,bonbon donuts,non_food
8901764061189.0,Coca Cola,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,coca cola,beverage
8901042954714.0,MTR sambar powder,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,confectionery,mtr sambar powder,confectionery
8901155107212.0,Khaman dhokla,,,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,khaman dhokla,non_food
8992741905732.0,Mega Pizza,,,,,,other,no,,30.0,Non Biodegradable,non_food,mega pizza,non_food
8928707126170.0,Frutas tropicales,,,,,,other,no,,30.0,Non Biodegradable,non_food,frutas tropicales,non_food
8901030005046.0,Pears,,,,,,other,no,,30.0,Non Biodegradable,non_food,pears,non_food
8934563805159.0,Mi goreng,,,,,,other,no,,30.0,Non Biodegradable,non_food,mi goreng,non_food
8901764062704.0,Diet Coke Mobile Pack,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,diet coke mobile pack,non_food
8901262150989.0,Amul Gold,,,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,amul gold,non_food
8901648097983.0,Mother Dairy Ultimate Dahi,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,non_food,mother dairy ultimate dahi,non_food
8902710100150.0,White Oats,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,cereal,white oats,cereal
8906020460683.0,Harvest Gold 100% Whole Wheat Bread,,,"['en:palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,grain,harvest gold 100% whole wheat bread,grain
8904124108098.0,Paneer,,,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,paneer,dairy
8908000407008.0,Goat Cheese,,,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,goat cheese,dairy
8904061030346.0,Black Seed Oil,,,,,,other,no,,30.0,Non Biodegradable,non_food,black seed oil,non_food
8938506537114.0,Dried banana,,"Plastic, Bag","['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,30.0,Non Biodegradable,non_food,dried banana,non_food
8934842000381.0,Nuoc mam chay,,,,,,other,no,,30.0,Non Biodegradable,non_food,nuoc mam chay,non_food
8901777759127.0,Vadilal Gourmet Nutty Belgian Dark chocolate Super Premium Ice Cream,,,"['en:palm-oil-free', 'en:non-vegan', 'en:non-vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,vadilal gourmet nutty belgian dark chocolate super premium ice cream,confectionery
8972717123551.0,Café Catunambu molido natural,,,,,,other,no,,30.0,Non Biodegradable,non_food,café catunambu molido natural,non_food
8901542001765.0,Glucon-D,,,,,,other,no,,30.0,Non Biodegradable,non_food,glucon-d,non_food
8996001350584.0,Calcheese Cheese,,,,,,dairy,no,,30.0,Non Biodegradable,dairy,calcheese cheese,dairy
8935001723707.0,Sugarfee gums,,,,,,other,no,,30.0,Non Biodegradable,non_food,sugarfee gums,non_food
8906005451088.0,KPL SHUDHI COCONUT OIL,,Bottle,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,50.0,Moderately Biodegradable,non_food,kpl shudhi coconut oil,non_food
8901786411009.0,Everest Kashmiri Lal / Red Mirch Powder,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,spices,everest kashmiri lal / red mirch powder,other
8936007662977.0,Black Pepper Grinder - Tiêu Den Phú Quôc,,,,,,other,no,,30.0,Non Biodegradable,spices,black pepper grinder - tiêu den phú quôc,spice
8901542017667.0,Glucon d orange 125g,,,,,,other,no,,30.0,Non Biodegradable,non_food,glucon d orange 125g,non_food
8901719111006.0,krack Jack,,,,,,other,no,,30.0,Non Biodegradable,non_food,krack jack,non_food
8906008848106.0,Mon café,,,,,,other,no,,30.0,Non Biodegradable,non_food,mon café,non_food
8906089380304.0,Soklet,,Paper,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,other,yes,,100.0,Highly Biodegradable,non_food,soklet,non_food
8901719110740.0,bhujiya,,Plastic,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian']",,,other,no,,30.0,Non Biodegradable,non_food,bhujiya,non_food
8906089380328.0,45% toasted milk chocolate pistachio-safran,,,,,,dairy,no,,30.0,Non Biodegradable,beverage,45% toasted milk chocolate pistachio-safran,dairy
8992727002837.0,biore pore pack,,,,,,other,no,,30.0,Non Biodegradable,non_food,biore pore pack,non_food
8901044200284.0,mapro mixed fruit jam,,Plastic,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,mapro mixed fruit jam,non_food
8901792003342.0,Suryaa Curry Powder Roasted Hot (900G),,,,,,other,no,,30.0,Non Biodegradable,spices,suryaa curry powder roasted hot (900g),other
8901063092334.0,BRITANNIA,,,,,,other,no,,30.0,Non Biodegradable,non_food,britannia,non_food
8934684026792.0,Instant Nudeln Schweinegeschmack,,,,,,other,no,,30.0,Non Biodegradable,non_food,instant nudeln schweinegeschmack,non_food
8901262071277.0,Amul,,,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,amul,non_food
8906057884285.0,krazy 700f,,,,,,other,no,,30.0,Non Biodegradable,non_food,krazy 700f,non_food
8906057881055.0,chères Mango. 800f,,,,,,other,no,,30.0,Non Biodegradable,non_food,chères mango. 800f,non_food
8906021927697.0,Pure Honey Ani3ma,,Verre,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,50.0,Moderately Biodegradable,non_food,pure honey ani3ma,non_food
8901888005922.0,real guava juice,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,real guava juice,beverage
8935001230014.0,Nuoc chanh dây,,,,,,other,no,,30.0,Non Biodegradable,non_food,nuoc chanh dây,non_food
89453643.0,Granola aux fruits,,,,,,other,no,,30.0,Non Biodegradable,non_food,granola aux fruits,non_food
8934663900372.0,Instant Reisnudelsuppe mit Hähnchenfleischgeschmack,,"Metall, Kunststoff, Wiederverwertbare Metalle, Aluminium","['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,60.0,Moderately Biodegradable,non_food,instant reisnudelsuppe mit hähnchenfleischgeschmack,non_food
8906059639494.0,epigamia spreads,,Plastic,"['en:may-contain-palm-oil', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,epigamia spreads,non_food
8901414010451.0,Bikano Aloobhujia,,,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,bikano aloobhujia,non_food
8991002101630.0,ABC kopi susu,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,abc kopi susu,non_food
8901571001996.0,Horlicks,,,,,,other,no,,30.0,Non Biodegradable,non_food,horlicks,non_food
8901030519017.0,Bru Instant Coffee,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,bru instant coffee,beverage
8901088000345.0,Coconut oil,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,coconut oil,non_food
8936146201396.0,Coconut water,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,coconut water,non_food
8901888040350.0,Real fruit power mixed fruit 1ktr tpk,,,,,,other,no,,30.0,Non Biodegradable,non_food,real fruit power mixed fruit 1ktr tpk,non_food
8936044400051.0,Rice paper triagle,,,,,,other,no,,30.0,Non Biodegradable,grain,rice paper triagle,grain
8964002528073.0,Sooper,,,,,,other,no,,30.0,Non Biodegradable,non_food,sooper,non_food
8901063017252.0,50-50,,Plastic,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,50-50,non_food
8935001705420.0,Chewing gum,,,,,,other,no,,30.0,Non Biodegradable,non_food,chewing gum,non_food
8901058869002.0,Munch,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,munch,non_food
8906002131198.0,UDHAIYAM Pois D'angle Decortique Casse,,,,,,other,no,,30.0,Non Biodegradable,non_food,udhaiyam pois d'angle decortique casse,non_food
8996001304013.0,Slai O'lai,,,,,,other,no,,30.0,Non Biodegradable,non_food,slai o'lai,non_food
8934804025766.0,Milo,,,"['en:may-contain-palm-oil', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,milo,non_food
8906002661374.0,Huile de coco,,,,,,other,no,,30.0,Non Biodegradable,non_food,huile de coco,non_food
8932020555050.0,Marlin cube,,,,,,other,no,,30.0,Non Biodegradable,non_food,marlin cube,non_food
8960109114027.0,Cacao negro soluble,,,,,,other,no,,30.0,Non Biodegradable,confectionery,cacao negro soluble,confectionery
8993366101417.0,Sidola Kayu Putih,,,,,,other,no,,30.0,Non Biodegradable,non_food,sidola kayu putih,non_food
8901063023949.0,Marie GOLD,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,marie gold,non_food
8992628508155.0,Baking butter,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,baking butter,dairy
8904086403026.0,candisten,,Plastique,,,,other,no,,40.0,Moderately Biodegradable,non_food,candisten,non_food
8901491702188.0,Oats,,,,,,other,no,,30.0,Non Biodegradable,cereal,oats,cereal
8901088093668.0,Productos alimentarios,,,,,,other,no,,30.0,Non Biodegradable,non_food,productos alimentarios,non_food
8935001724063.0,Mentos,,,,,,other,no,,30.0,Non Biodegradable,non_food,mentos,non_food
8901552001434.0,Madras curry paste,,,,,,other,no,,30.0,Non Biodegradable,non_food,madras curry paste,non_food
8936146200832.0,Glace durian,,,,,,other,no,,30.0,Non Biodegradable,non_food,glace durian,non_food
8901786030507.0,Everest Pani Puri Masala,,,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,spices,everest pani puri masala,spices
8901888000682.0,Chyawanprash,,,,,,other,no,,30.0,Non Biodegradable,non_food,chyawanprash,non_food
8904063256249.0,Paneer (Cottage cheese),,,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,paneer (cottage cheese),dairy
8901747001096.0,Wagh Bakri Tea Leaf,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,wagh bakri tea leaf,beverage
8901499008169.0,Chocos,,,,,,other,no,,30.0,Non Biodegradable,non_food,chocos,non_food
8906011145049.0,B protein,,Plastic,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,b protein,non_food
8904063209740.0,Vegetable pulao,,,"['en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,vegetable pulao,non_food
8938507849032.0,Coco,,,,,,other,no,,30.0,Non Biodegradable,non_food,coco,non_food
8908003254098.0,malpani's bake-lite khari,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,malpani's bake-lite khari,non_food
8901725150112.0,Whole wheat flour,,,,,,other,no,,30.0,Non Biodegradable,grain,whole wheat flour,grain
8901764011023.0,200ml Coca-Cola Original Taste,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,200ml coca-cola original taste,beverage
8936017366933.0,Chin-su Chili sauce,,,,,,other,no,,30.0,Non Biodegradable,condiment,chin-su chili sauce,sauce_condiment
8905035001935.0,Malabar Black Pepper,,,,,,other,no,,30.0,Non Biodegradable,confectionery,malabar black pepper,confectionery
8905035001881.0,GITAGGED Byadgi Chili,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,non_food,gitagged byadgi chili,non_food
8905035001898.0,GITAGGED Waigaon Turmeric,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,non_food,gitagged waigaon turmeric,non_food
8905035001904.0,GITAGGED Guntur Chili,,,,,,other,no,,30.0,Non Biodegradable,non_food,gitagged guntur chili,non_food
8964002216000.0,Riz Basmati,,,,,,other,no,,30.0,Non Biodegradable,non_food,riz basmati,non_food
8996001350881.0,ซุปเปอร์สตาร์ ทวิน,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,ซุปเปอร์สตาร์ ทวิน,non_food
8906001385783.0,Glucose,,24,['en:vegetarian'],,,other,no,,45.0,Moderately Biodegradable,non_food,glucose,non_food
8934775011041.0,VEGETARIAN CHILLI SAUCE,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,condiment,vegetarian chilli sauce,sauce_condiment
8997214310044.0,Matchamu Hojicha Latte,,,,,,other,no,,30.0,Non Biodegradable,non_food,matchamu hojicha latte,non_food
8901152011932.0,Pois verts Indien,,,,,,other,no,,30.0,Non Biodegradable,non_food,pois verts indien,non_food
8901207032127.0,Real fruit pomegranate 180ml tpk,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,real fruit pomegranate 180ml tpk,non_food
8934746053315.0,Beignets de crevettes 4 saisons,,,,,,other,no,,30.0,Non Biodegradable,non_food,beignets de crevettes 4 saisons,non_food
8906048501436.0,protinex,,,,,,other,no,,30.0,Non Biodegradable,non_food,protinex,non_food
8992741906401.0,Yummy donuts,,,,,,other,no,,30.0,Non Biodegradable,non_food,yummy donuts,non_food
8993175540384.0,Nabati Cheese Wafer,,,,,,dairy,no,,30.0,Non Biodegradable,dairy,nabati cheese wafer,dairy
8936046152965.0,Sauce au gingembre,,,,,,other,no,,30.0,Non Biodegradable,condiment,sauce au gingembre,sauce_condiment
8936144480335.0,Matcha & Marshmallow Chocolate Pie,,,"['en:palm-oil-content-unknown', 'en:non-vegan', 'en:non-vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,matcha & marshmallow chocolate pie,confectionery
8938507039242.0,ช็อกโกแลต พาย,,en:Box,,,,other,no,,40.0,Moderately Biodegradable,non_food,ช็อกโกแลต พาย,non_food
8901047040023.0,Basmati Rice,,,,,,other,no,,30.0,Non Biodegradable,grain,basmati rice,grain
8934585012443.0,Sesame prawn toast,,,"['en:may-contain-palm-oil', 'en:non-vegan', 'en:non-vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,sesame prawn toast,non_food
8902850000020.0,coconut cream,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,coconut cream,non_food
8906021123129.0,Aachi Turmeric Powder,,,,,,other,no,,30.0,Non Biodegradable,spices,aachi turmeric powder,spice
8964000733653.0,Costus root powder,,,,,,other,no,,30.0,Non Biodegradable,spices,costus root powder,other
8992741942188.0,Gummy fast food mix,,,,,,other,no,,30.0,Non Biodegradable,other_food,gummy fast food mix,confectionery
8901144601004.0,Brown basmati rice,,Plastique,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,50.0,Moderately Biodegradable,grain,brown basmati rice,grain
89000670.0,Tamato katch up,,,,,,other,no,,30.0,Non Biodegradable,non_food,tamato katch up,non_food
8936046155980.0,Nouille Instantanées,,,,,,other,no,,30.0,Non Biodegradable,non_food,nouille instantanées,non_food
8904083517221.0,Moong Dal,,,,,,other,no,,30.0,Non Biodegradable,grain,moong dal,grain
8941189406455.0,Biscuits,,,,,,snack,no,,30.0,Non Biodegradable,snack,biscuits,confectionery
8961111668676.0,creamer,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,creamer,non_food
8961014018134.0,m,,,"['en:palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,m,non_food
8904063204349.0,Haldiram's Aloo Bhujia,,,,,,other,no,,30.0,Non Biodegradable,non_food,haldiram's aloo bhujia,non_food
8906112840058.0,Peanut Butter,,,,,,dairy,no,,30.0,Non Biodegradable,dairy,peanut butter,dairy
8997225280060.0,Fytomaxx,,,,,,other,no,,30.0,Non Biodegradable,non_food,fytomaxx,non_food
8961003040115.0,Prince,,,,,,other,no,,30.0,Non Biodegradable,non_food,prince,non_food
8906069402668.0,Veeba,,,"['en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,veeba,non_food
8964001506959.0,GRAINE DE CHIA,,,,,,other,no,,30.0,Non Biodegradable,non_food,graine de chia,non_food
8906002081226.0,Lemon rice powder,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,grain,lemon rice powder,grain
8901595863280.0,Schezwan Chutney,,,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,condiment,schezwan chutney,sauce_condiment
8906001050032.0,Andhra Avakaya Pickle,,,,,,other,no,,30.0,Non Biodegradable,non_food,andhra avakaya pickle,non_food
8906071510016.0,glucose D,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,glucose d,non_food
8941152012393.0,Mango fruit drink,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,mango fruit drink,beverage
8901200100045.0,parachute coco oil,,en:Plastic,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,parachute coco oil,non_food
8901248121071.0,Navratna cool talc,,,,,,other,no,,30.0,Non Biodegradable,non_food,navratna cool talc,non_food
8901063161429.0,BRITANNIA CHOCOLUSH Pure,,,,,,other,no,,30.0,Non Biodegradable,non_food,britannia chocolush pure,non_food
8934684029373.0,A one Mi Ly Instantnudeln Curry,,,,,,other,no,,30.0,Non Biodegradable,non_food,a one mi ly instantnudeln curry,non_food
8908004399002.0,Safran,,,,,,other,no,,30.0,Non Biodegradable,non_food,safran,non_food
8901764032912.0,Sprite,,"India,Transparent","['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,50.0,Moderately Biodegradable,non_food,sprite,non_food
8901725196462.0,Curry aux haricots rouges,,,,,,other,no,,30.0,Non Biodegradable,non_food,curry aux haricots rouges,non_food
8994116101176.0,Orange,,,,,,other,no,,30.0,Non Biodegradable,non_food,orange,non_food
8941152013406.0,Mila litchi,,,,,,other,no,,30.0,Non Biodegradable,non_food,mila litchi,non_food
8901030671975.0,Knorr sweet corn veg soup,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,confectionery,knorr sweet corn veg soup,confectionery
8906021120272.0,Aachi Biryani Masala,,,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,spices,aachi biryani masala,spices
8992741906043.0,Méga pizza,,,,,,other,no,,30.0,Non Biodegradable,non_food,méga pizza,non_food
8998866202343.0,Mie Sedaap Goreng Korean Spicy Chicken,,Plastic,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,mie sedaap goreng korean spicy chicken,non_food
8901207001635.0,Chyawanprakash Sugar free,,Plastic,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,chyawanprakash sugar free,non_food
8998866803809.0,Mi sedaap. Mi segara. Jelas terasa sedapnya. Mi goreng ayam krispi,,fr:aluminium sachet,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,60.0,Moderately Biodegradable,non_food,mi sedaap. mi segara. jelas terasa sedapnya. mi goreng ayam krispi,non_food
8998866801812.0,Mi sedaap. Mi segara. Jelas terasa sedapnya. Perisa kari,,fr:aluminium sachet,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,60.0,Moderately Biodegradable,non_food,mi sedaap. mi segara. jelas terasa sedapnya. perisa kari,non_food
8938532522009.0,Sage Mask,,,,,,other,no,,30.0,Non Biodegradable,non_food,sage mask,non_food
8935058920302.0,to be deleted,,,,,,other,no,,30.0,Non Biodegradable,non_food,to be deleted,non_food
8996001370131.0,choki choki,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,choki choki,non_food
8995899980095.0,Wonton noodles,,,"['en:palm-oil-free', 'en:vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,wonton noodles,non_food
8935270800253.0,Coconut,,,,,,other,no,,30.0,Non Biodegradable,non_food,coconut,non_food
8997004830271.0,chef mate,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,chef mate,non_food
8901058866698.0,Masala veg atta noodles,,,,,,other,no,,30.0,Non Biodegradable,grain,masala veg atta noodles,spices
8907592001779.0,Arroz telangana sona,,,,,,other,no,,30.0,Non Biodegradable,non_food,arroz telangana sona,non_food
8993175547536.0,Nabati,,,,,,other,no,,30.0,Non Biodegradable,non_food,nabati,non_food
8901262178068.0,Choco Almond N' Kesar Badam Double Sundae,,Plastic,"['en:may-contain-palm-oil', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,choco almond n' kesar badam double sundae,non_food
